asin	title	subcat1	subcat2	obj1	pb1	obj2	pb2	obj3	pb3	obj4	pb4	obj5	pb5	obj6	pb6	obj7	pb7	obj8	pb8
0380733072	What Have You Lost? Reprint Edition	Literature & Fiction	Poetry	accordion	94.605666399	person	93.5255527496												
0380733285	Past Reason Hated: An Inspector Banks Mystery Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	barbershop	84.36														
0380750872	Secret Fire Mass Market Paperback	Literature & Fiction	Genre Fiction	quill	55.3250014782														
0380752999	Defy Not the Heart Mass Market Paperback	Romance	Historical	umbrella	71.521627903														
0380753014	Warrior's Woman (Ly-San-Ter Family) Mass Market Paperback	Literature & Fiction	Erotica	scissors	90.2345716953	sundial	52.3744463921												
0380761505	Only in Your Arms Paperback	Literature & Fiction	Genre Fiction	person	68.248707056														
0380761513	Only With Your Love (Avon Historical Romance) Mass Market Paperback	Romance	Historical	bird	57.0179641247														
0380763389	Only His (Only Series) Mass Market Paperback	Literature & Fiction	Erotica	person	68.5335934162														
0380763397	Only Mine (Only Series) Mass Market Paperback	Literature & Fiction	Genre Fiction	person	74.4604110718														
0380763656	Time to Murder and Create (Matthew Scudder) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	person	67.7457988262														
0380766922	My Cherished Enemy Paperback	Romance	Historical	person	66.0681664944														
0380767589	To the Ends of the Earth Mass Market Paperback	Romance	Contemporary	stop sign	65.3507113457														
0380767600	Lover in the Rough Mass Market Paperback	Literature & Fiction	Contemporary	chair	51.2324571609														
0380767643	A Woman Without Lies Mass Market Paperback	Literature & Fiction	Genre Fiction	street_sign	70.168197155														
0380769336	Dune to Death (A Bed-And-Breakfast Mystery) Mass Market Paperback	Literature & Fiction	Women's Fiction	person	94.7601497173														
0380769379	My Rebellious Heart Mass Market Paperback	Romance	Historical	butcher_shop	81.8790495396	person	67.4214422703	bed	55.9686183929										
0380769557	Autumn Lover (Only Series) Mass Market Paperback	Literature & Fiction	Erotica	horse	92.1236276627														
0380769670	Silver Star (Seals: The Warrior Breed, Book 1) Mass Market Paperback	Literature & Fiction	Genre Fiction	bird	82.7234208584	scoreboard	57.6700031757	cinema	55.08										
0380771403	Promise of the Rose Mass Market Paperback	Literature & Fiction	Erotica	stop sign	74.1940140724														
0380771411	A Night in the Lonesome October Paperback	Literature & Fiction	Contemporary	person	76.4533340931														
0380772094	Blooming Murder Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	altar	91.5876567364	potted plant	56.0181319714												
0380772566	Only Love (Only Series) Mass Market Paperback	Literature & Fiction	Genre Fiction	person	76.2441575527														
0380772574	Enchanted (Medieval Series) Mass Market Paperback	Literature & Fiction	Erotica	potted plant	76.5661299229														
0380774909	A Fit of Tempera (Bed-and-Breakfast Mysteries) Mass Market Paperback	Literature & Fiction	Women's Fiction	person	98.7759053707	bottle	84.4838559628												
0380774917	Major Vices (Bed-and-Breakfast Mysteries) Mass Market Paperback	Literature & Fiction	Women's Fiction	piggy_bank	99.9981999397														
0380775476	Gabriel's Bride Mass Market Paperback	Literature & Fiction	Erotica	person	81.2033236027	swimming_trunks	62.2529268265												
0380775492	Just One Kiss Mass Market Paperback	Literature & Fiction	Erotica	bird	95.4479455948														
0380775840	Amber Beach (Donovan, Book 1) Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	person	98.3793199062														
0380776162	Lord of Scoundrels Mass Market Paperback	Literature & Fiction	Erotica	person	91.2944316864														
0380776170	The Last Hellion (The Scoundrels Series) Mass Market Paperback	Romance	Contemporary	person	85.1349830627														
0380776588	Night Song Mass Market Paperback	Literature & Fiction	Erotica	person	90.5031621456														
0380776847	Heaven, Texas (Chicago Stars) Mass Market Paperback	Romance	Contemporary	jean	99.2900252342	person	98.8671302795												
0380778785	Auntie Mayhem (Bed-and-Breakfast Mysteries) Mass Market Paperback	Literature & Fiction	Women's Fiction	person	97.9724049568														
0380780410	A Warrant to Kill: A True Story of Obsession, Lies and a Killer Cop Mass Market Paperback	Biographies & Memoirs	True Crime	car	96.8116223812														
0380780747	Splendid (Avon Historical Romance) Mass Market Paperback	Romance	Historical	umbrella	64.6335661411														
0380780755	Dancing at Midnight (Avon Historical Romance) Mass Market Paperback	Romance	Contemporary	person	84.6170604229														
0380781441	Because You're Mine Mass Market Paperback	Literature & Fiction	Literary	person	66.6876971722	fur_coat	50.7599115372												
0380782278	The Joy of Home Wine Making Paperback	Cookbooks, Food & Wine	Beverages & Wine	wine glass	98.9238381386	goblet	97.4278390408	carrot	61.2730324268										
0380782332	Kiss an Angel Mass Market Paperback	Literature & Fiction	Dramas & Plays	person	78.5764336586														
0380782375	Gilt By Association (A Den of Antiquity Mystery) Mass Market Paperback	Literature & Fiction	Women's Fiction	vase	51.7680883408														
0380782391	Larceny and Old Lace (Den of Antiquity) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	clock	70.716381073	vase	50.4375100136												
0380785188	September Mourn: A Bed-and-Breakfast Mystery Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	bird	86.3625049591	person	64.9903774261												
038078520X	Wed and Buried (Bed-and-Breakfast Mysteries) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	bird	57.0382773876														
0380785218	Snow Place to Die: A Bed-and-Breakfast Mystery (Bed-and-Breakfast Mysteries) Mass Market Paperback	Literature & Fiction	Women's Fiction	teddy bear	94.3766832352														
0380785579	Marks of Valor (Seals: The Warrior Breed, Book 6) Mass Market Paperback	Literature & Fiction	Genre Fiction	slot	61.11														
0380786079	Every Wish Fulfilled (Avon Historical Romance) Mass Market Paperback	Literature & Fiction	Erotica	stop sign	98.1049835682														
0380786095	One Moonlit Night Mass Market Paperback	Literature & Fiction	United States	stop sign	94.9096560478														
0380787067	War and Peas (Jane Jeffry Mysteries, No. 8) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cat	79.9762427807														
0380787075	Fear of Frying (Jane Jeffry Mysteries, No. 9) Mass Market Paperback	Literature & Fiction	Women's Fiction	dog	72.1177577972	cat	62.2212409973												
0380787164	You and No Other Mass Market Paperback	Literature & Fiction	Erotica	person	91.4662837982														
0380788357	Boys Like Us: Gay Writers Tell Their Coming Out Stories Paperback	Politics & Social Sciences	Social Sciences	person	75.6738781929														
0380789183	Darwin's Blade: A Novel of Suspense Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	car	54.9289286137														
0380789353	To Catch an Heiress Mass Market Paperback	Romance	Contemporary	stop sign	72.9938924313														
0380789620	I Sing the Body Electric! And Other Stories Paperback	Literature & Fiction	Short Stories & Anthologies	lighter	83.68														
0380789876	Jade Island (Donovan, Book 2) Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	person	98.4240055084														
0380789884	Pearl Cove (Donovan, Book 3) Mass Market Paperback	Literature & Fiction	Contemporary	scoreboard	74.2688179016														
0380789892	Midnight in Ruby Bayou (St. Kilda Consulting) Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	stop sign	85.6142044067														
0380790025	Death in Lovers' Lane (Henrie O) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	car	54.1162967682	potted plant	50.2280712128												
0380790297	The Shaman's Bones (Shaman Mysteries) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	horse	74.1203069687	kite	73.1338381767												
0380790890	A Well Pleasured Lady: Well Pleasured #2 (Well Pleasured Series) Mass Market Paperback	Romance	Historical	stop sign	94.5074737072														
0380790904	A Well Favored Gentleman Mass Market Paperback	Romance	Contemporary	stop sign	89.38357234														
0380790912	That Scandalous Evening: The Governess Brides (Governess Brides Series) Mass Market Paperback	Romance	Historical	stop sign	99.3080556393														
0380792540	So Faux, So Good (A Den of Antiquity Mystery) Mass Market Paperback	Literature & Fiction	Women's Fiction	cat	71.6890573502	vase	67.0875787735												
0380792559	The Ming and I (A Den of Antiquity Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cat	86.2362325191														
0380793253	White Elephant Dead (Death on Demand Mysteries, No. 11) Mass Market Paperback	Literature & Fiction	Women's Fiction	cat	98.045361042	dog	76.1714875698	bird	73.3601510525										
0380794497	The Merchant of Menace (Jane Jeffry Mysteries, No. 10) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cat	84.3600988388														
0380794551	Captain Jack's Woman (A Bastion Club Prequel) Mass Market Paperback	Romance	Historical	person	74.90260005														
038079456X	Devil's Bride (Cynster Novels) Mass Market Paperback	Literature & Fiction	Genre Fiction	maraca	79.9436867237														
0380794578	A Rake's Vow (Cynster Novels) Mass Market Paperback	Literature & Fiction	Genre Fiction	kite	92.4651265144	beer_glass	76.7718315125												
0380794705	Dreaming Out Loud:: Garth Brooks, Wynonna Judd, Wade Hayes, And The Changing Face Of Nashville Paperback	Arts & Photography	Music	electric_guitar	96.4114844799														
0380794764	Blood at the Root (An Inspector Alan Banks Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	barbershop	95.5046713352														
0380795086	Seals the Warrior Breed: Duty's Call Mass Market Paperback	Literature & Fiction	Genre Fiction	scoreboard	67.822521925														
0380795388	For Girls Only: Wise Words and Good Advice (Avon Camelot Book) Paperback	Children's Books	Growing Up & Facts of Life	theater_curtain	54.3654322624														
0380795817	My Wicked Fantasy (Avon Romantic Treasure) Mass Market Paperback	Romance	Historical	diaper	82.4523091316	person	76.8319547176												
0380797011	Live Writing: Breathing Life into Your Words Paperback	Children's Books	Education & Reference	slot	93.2348370552														
038079702X	How Writers Work: Finding a Process That Works for You Paperback	Children's Books	Growing Up & Facts of Life	slot	95.8182632923														
0380797038	Poetry Matters: Writing a Poem from the Inside Out Paperback	Children's Books	Education & Reference	slot	99.953520298	bottle	60.7632040977												
0380797100	Because of You (Avon Romantic Treasure) Mass Market Paperback	Literature & Fiction	Contemporary	person	91.5745019913	bath_towel	75.09303689												
038079747X	The Pirate Lord (Lord Trilogy, Book 1) Mass Market Paperback	Literature & Fiction	Genre Fiction	person	71.4427173138														
0380797488	The Forbidden Lord (Lord Trilogy, Book 2) Mass Market Paperback	Romance	Historical	person	58.323353529														
0380798468	Butchers Hill (Tess Monaghan Novel) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	person	84.5691621304														
0380798476	In Big Trouble (Tess Monaghan Novel) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	street_sign	52.3375451565														
0380798646	Through the Storm Mass Market Paperback	Romance	Historical	person	80.9531629086														
0380798654	The Taming of Jessi Rose Mass Market Paperback	Literature & Fiction	United States	swimming_trunks	95.6998944283	person	82.137131691												
0380798867	Taming Rafe (The Bancroft Brothers) Mass Market Paperback	Romance	Historical	person	88.0424320698	cellular_telephone	77.5754213333												
0380800225	Christmas Knight Mass Market Paperback	Literature & Fiction	Contemporary	potted plant	69.6367919445	vase	61.4745914936												
0380800233	The Perfect Gift Mass Market Paperback	Romance	Historical	bow_tie	99.9107897282														
0380800780	Legs Benedict:: A Bed-And-breakfast Mystery (Bed-and-Breakfast Mysteries) Mass Market Paperback	Literature & Fiction	Women's Fiction	person	79.5334100723	umbrella	53.7285387516												
0380800799	Creeps Suzette (Bed-and-Breakfast Mysteries) Mass Market Paperback	Literature & Fiction	Women's Fiction	person	58.2940936089														
0380800810	How to Marry a Marquis (Avon Romantic Treasure) Mass Market Paperback	Literature & Fiction	Contemporary	paddle	94.6535885334														
